Domain ID,Domain Name,Class ID,Class Name,Field ID,Field Name,Keywords,Keywords_fr
B,Business services,36, Insurance and Financial,B.36.02,Insurance Services,insurance information,informations sur l'assurance
B,Business services,36, Insurance and Financial,B.36.02,Insurance Services,insurance services,services d'assurance
B,Business services,36, Insurance and Financial,B.36.02,Insurance Services,insurance and financial,Assurances et finances
B,Business services,36, Insurance and Financial,B.36.03,Real Estate Services,real estate affairs,Affaires immobilières
B,Business services,36, Insurance and Financial,B.36.03,Real Estate Services,real estate management,Gestion immobilière
B,Business services,36, Insurance and Financial,B.36.03,Real Estate Services,real estate brokerage,courtage immobilier
B,Business services,36, Insurance and Financial,B.36.03,Real Estate Services,real estate agency services,services d'agence immobilière
B,Business services,36, Insurance and Financial,B.36.03,Real Estate Services,real estate appraisal,Évaluation immobilière
B,Business services,36, Insurance and Financial,B.36.03,Real Estate Services,leasing of real estate,Location de biens immobiliers
B,Business services,36, Insurance and Financial,B.36.03,Real Estate Services,real estate investment,Investissement immobilier
B,Business services,36, Insurance and Financial,B.36.03,Real Estate Services,rental of real estate,Location de biens immobiliers
B,Business services,36, Insurance and Financial,B.36.03,Real Estate Services,real estate investment services,Services d'investissement immobilier
B,Business services,36, Insurance and Financial,B.36.03,Real Estate Services,real estate consultancy,Conseil immobilier
B,Business services,36, Insurance and Financial,B.36.03,Real Estate Services,real estate agencies,Agences immobilières
B,Business services,36, Insurance and Financial,B.36.03,Real Estate Services,real estate services,Services immobiliers
B,Business services,36, Insurance and Financial,B.36.04,Charitable Fundraising,charitable fund raising,collecte de fonds de bienfaisance
B,Business services,36, Insurance and Financial,B.36.04,Charitable Fundraising,charitable fundraising,collecte de fonds à des fins caritatives
B,Business services,36, Insurance and Financial,B.36.04,Charitable Fundraising,charitable fundraising services,les services de collecte de fonds de bienfaisance
B,Business services,36, Insurance and Financial,B.36.02,Insurance Services,brokerage,maison de courtage
B,Business services,36, Insurance and Financial,B.36.02,Insurance Services,brokerage,maison de courtage
B,Business services,36, Insurance and Financial,B.36.01,Financial Services,mortgage banking,banque hypothécaire
B,Business services,36, Insurance and Financial,B.36.01,Financial Services,banking services,services bancaires
B,Business services,36, Insurance and Financial,B.36.01,Financial Services,banking,bancaires
B,Business services,36, Insurance and Financial,B.36.01,Financial Services,safe deposit services,services de dépôt sécurisé
B,Business services,36, Insurance and Financial,B.36.01,Financial Services,rent collection,recouvrement des loyers
B,Business services,36, Insurance and Financial,B.36.01,Financial Services,investment services,services d'investissement
B,Business services,36, Insurance and Financial,B.36.01,Financial Services,capital investment,Investissements en capital
B,Business services,36, Insurance and Financial,B.36.01,Financial Services,investment management,gestion des investissements
C,Chemicals,1, Chemicals,C.01.07,Adhesives,chemicals and adhesives,produits chimiques et adhésifs
C,Chemicals,1, Chemicals,C.01.07,Adhesives,adhesives used in industry,adhésifs utilisés dans l'industrie
C,Chemicals,1, Chemicals,C.01.07,Adhesives,adhesives for industrial purposes,adhésifs à usage industriel
C,Chemicals,1, Chemicals,C.01.07,Adhesives,adhesives for use in industry,adhésifs destinés à l'industrie
C,Chemicals,1, Chemicals,C.01.07,Adhesives,glue for industrial purposes,colle à usage industriel
C,Chemicals,1, Chemicals,C.01.01,Chemicals,chemicals and adhesives,produits chimiques et adhésifs
C,Chemicals,1, Chemicals,C.01.01,Chemicals,"chemicals used in industry, science and photography, as well as in agriculture, horticulture and forestry","produits chimiques utilisés dans l'industrie, la science et la photographie, ainsi que dans l'agriculture, l'horticulture et la sylviculture"
C,Chemicals,1, Chemicals,C.01.01,Chemicals,industrial chemicals,produits chimiques industriels
C,Chemicals,1, Chemicals,C.01.01,Chemicals,chemicals used in industry,produits chimiques utilisés dans l'industrie
C,Chemicals,1, Chemicals,C.01.01,Chemicals,chemicals,produits chimiques
C,Chemicals,1, Chemicals,C.01.01,Chemicals,silicones,silicones
C,Chemicals,1, Chemicals,C.01.01,Chemicals,"chemicals used in agriculture, horticulture and forestry","produits chimiques utilisés dans l'agriculture, l'horticulture et la sylviculture"
C,Chemicals,1, Chemicals,C.01.01,Chemicals,biological preparations for use in industry and science,préparations biologiques destinées à être utilisées dans l'industrie et la science
C,Chemicals,1, Chemicals,C.01.01,Chemicals,catalysts,catalyseurs
C,Chemicals,1, Chemicals,C.01.01,Chemicals,hydrogen,hydrogène
C,Chemicals,1, Chemicals,C.01.01,Chemicals,chemical additives for oils,additifs chimiques pour huiles
C,Chemicals,1, Chemicals,C.01.01,Chemicals,chemical additives for oils,additifs chimiques pour huiles
C,Chemicals,1, Chemicals,C.01.02,Unprocessed Resins and Plastics,"unprocessed artificial resins, unprocessed plastics","résines artificielles non transformées, matières plastiques non transformées"
C,Chemicals,1, Chemicals,C.01.02,Unprocessed Resins and Plastics,unprocessed plastics,Plastiques non transformés
C,Chemicals,1, Chemicals,C.01.02,Unprocessed Resins and Plastics,unprocessed artificial resins,résines artificielles non transformées
C,Chemicals,1, Chemicals,C.01.02,Unprocessed Resins and Plastics,"synthetic resins, unprocessed","résines synthétiques, non transformées"
C,Chemicals,1, Chemicals,C.01.02,Unprocessed Resins and Plastics,"plastics, unprocessed",matières plastiques non transformées
C,Chemicals,1, Chemicals,C.01.03,Food,food,Produits alimentaires
C,Chemicals,1, Chemicals,C.01.03,Food,artificial sweeteners,édulcorants artificiels
C,Chemicals,1, Chemicals,C.01.03,Food,chemical substances for preserving foodstuffs,substances chimiques pour la conservation des denrées alimentaires
C,Chemicals,1, Chemicals,C.01.04,Fire Extinguishing and Safety,fire extinguishing compositions,compositions d'extinction d'incendie
C,Chemicals,1, Chemicals,C.01.04,Fire Extinguishing and Safety,brake fluid,liquide de frein
C,Chemicals,1, Chemicals,C.01.04,Fire Extinguishing and Safety,antifreeze,antigel
C,Chemicals,1, Chemicals,C.01.04,Fire Extinguishing and Safety,coolants for vehicle engines,Refroidisseurs pour moteurs de véhicules
C,Chemicals,1, Chemicals,C.01.04,Fire Extinguishing and Safety,transmission fluid,fluide de transmission
C,Chemicals,1, Chemicals,C.01.05,Agriculture and Horticulture,plant growth regulating preparations,Préparations pour la régulation de la croissance végétale
C,Chemicals,1, Chemicals,C.01.05,Agriculture and Horticulture,fertilizers,fertilisants
C,Chemicals,1, Chemicals,C.01.05,Agriculture and Horticulture,fertilising preparations,Préparations fertilisantes
C,Chemicals,1, Chemicals,C.01.05,Agriculture and Horticulture,manures,fumiers
C,Chemicals,1, Chemicals,C.01.05,Agriculture and Horticulture,compost,compost
C,Chemicals,1, Chemicals,C.01.05,Agriculture and Horticulture,soil conditioning preparations,Préparations pour le conditionnement du sol
C,Chemicals,1, Chemicals,C.01.06,Tanning and Soldering,tempering and soldering preparations,Préparations pour la trempe et la soudure
C,Chemicals,1, Chemicals,C.01.06,Tanning and Soldering,tempering,tempérament
C,Chemicals,1, Chemicals,C.01.06,Tanning and Soldering,soldering,à souder
C,Chemicals,1, Chemicals,C.01.06,Tanning and Soldering,tanning substances,Matières tannantes
C,Chemicals,1, Chemicals,C.01.99,Other Industrial Chemicals,plasticizers,plastifiants
C,Chemicals,1, Chemicals,C.01.99,Other Industrial Chemicals,emulsifiers,émulsifiants
C,Chemicals,1, Chemicals,C.01.99,Other Industrial Chemicals,salts for industrial purposes,sels à des fins industrielles
C,Chemicals,2, Paints,C.02.01,Paints and Coatings,"paints, varnishes and lacquers","peintures, vernis et laques"
C,Chemicals,2, Paints,C.02.01,Paints and Coatings,"paints, varnishes, lacquers","peintures, vernis, laques"
C,Chemicals,2, Paints,C.02.01,Paints and Coatings,paints,peintures
C,Chemicals,2, Paints,C.02.01,Paints and Coatings,varnishes,vernis
C,Chemicals,2, Paints,C.02.01,Paints and Coatings,lacquers,laques
C,Chemicals,2, Paints,C.02.01,Paints and Coatings,coatings,enduits
C,Chemicals,2, Paints,C.02.01,Paints and Coatings,coatings [paints],Revêtements [peintures]
C,Chemicals,2, Paints,C.02.01,Paints and Coatings,anti-corrosive preparations,préparations anticorrosives
C,Chemicals,2, Paints,C.02.01,Paints and Coatings,fireproof paints,peintures ignifuges
C,Chemicals,2, Paints,C.02.01,Paints and Coatings,anti-rust preparations,préparations antirouille
C,Chemicals,2, Paints,C.02.01,Paints and Coatings,ceramic paints,Peintures céramiques
C,Chemicals,2, Paints,C.02.01,Paints and Coatings,distempers,les personnes qui ne sont pas à l'œuvre;
C,Chemicals,2, Paints,C.02.01,Paints and Coatings,anti-fouling paints,peintures antisalissures
C,Chemicals,2, Paints,C.02.01,Paints and Coatings,bactericidal paints,Peintures bactéricides
C,Chemicals,2, Paints,C.02.01,Paints and Coatings,coatings (paints),enduits (peintures)
C,Chemicals,2, Paints,C.02.01,Paints and Coatings,priming preparations (in the nature of paints),Préparations pour apprêts (de la nature des peintures)
C,Chemicals,2, Paints,C.02.01,Paints and Coatings,enamels for painting,émaux pour la peinture
C,Chemicals,2, Paints,C.02.01,Paints and Coatings,acrylic paints,Peintures acryliques
C,Chemicals,2, Paints,C.02.01,Paints and Coatings,aluminium paints,Peintures en aluminium
C,Chemicals,2, Paints,C.02.02,Preservatives,preservatives against rust and against deterioration of wood,conservateurs contre la rouille et contre la détérioration du bois
C,Chemicals,2, Paints,C.02.02,Preservatives,wood preservatives,préservations du bois
C,Chemicals,2, Paints,C.02.02,Preservatives,protective preparations for metals,préparations de protection pour métaux
C,Chemicals,2, Paints,C.02.02,Preservatives,anti-rust greases,Graisses antirouille
C,Chemicals,2, Paints,C.02.02,Preservatives,anti-rust oils,Huiles antirouille
C,Chemicals,2, Paints,C.02.02,Preservatives,preservatives against rust,conservateurs contre la rouille
C,Chemicals,2, Paints,C.02.03,Colorants and Pigments,colorants,colorants
C,Chemicals,2, Paints,C.02.03,Colorants and Pigments,pigments,pigments
C,Chemicals,2, Paints,C.02.03,Colorants and Pigments,dyestuffs,colorants
C,Chemicals,2, Paints,C.02.03,Colorants and Pigments,dyes,colorants
C,Chemicals,2, Paints,C.02.03,Colorants and Pigments,colourants,colorants
C,Chemicals,2, Paints,C.02.04,Resins,raw natural resins,résines naturelles brutes
C,Chemicals,2, Paints,C.02.04,Resins,raw natural resins,résines naturelles brutes
C,Chemicals,2, Paints,C.02.04,Resins,"synthetic resins, unprocessed","résines synthétiques, non transformées"
C,Chemicals,2, Paints,C.02.04,Resins,unprocessed artificial resins,résines artificielles non transformées
C,Chemicals,2, Paints,C.02.04,Resins,unprocessed plastics,Plastiques non transformés
C,Chemicals,2, Paints,C.02.04,Resins,"unprocessed artificial resins, unprocessed plastics","résines artificielles non transformées, matières plastiques non transformées"
C,Chemicals,2, Paints,C.02.05,Primers and Thinners,primers,amorces
C,Chemicals,2, Paints,C.02.05,Primers and Thinners,thinners for paints,diluants pour peintures
C,Chemicals,2, Paints,C.02.05,Primers and Thinners,thinners for lacquers,diluants pour laques
C,Chemicals,2, Paints,C.02.05,Primers and Thinners,binding preparations for paints,Préparations pour la reliure des peintures
C,Chemicals,2, Paints,C.02.05,Primers and Thinners,thickening preparations for paints,Préparations épaississantes pour peintures
C,Chemicals,2, Paints,C.02.05,Primers and Thinners,priming preparations (in the nature of paints),Préparations pour apprêts (de la nature des peintures)
C,Chemicals,2, Paints,C.02.06,Mordants,mordants,mordants
C,Chemicals,2, Paints,C.02.06,Mordants,mordants,mordants
C,Chemicals,2, Paints,C.02.07,Printing and Toner,printing ink,encre d'impression
C,Chemicals,2, Paints,C.02.07,Printing and Toner,"toner cartridges, filled, for printers and photocopiers","Cartouches de toner, remplies, pour imprimantes et photocopieurs"
C,Chemicals,2, Paints,C.02.07,Printing and Toner,printing inks,encres d'impression
C,Chemicals,2, Paints,C.02.99,Other Paints,"metals in foil and powder form for painters, decorators, printers and artists","métaux en feuilles et en poudre pour peintres, décorateurs, imprimeurs et artistes"
C,Chemicals,2, Paints,C.02.99,Other Paints,wood stains,Tôles de bois
C,Chemicals,2, Paints,C.02.99,Other Paints,mastic,mastic
C,Chemicals,2, Paints,C.02.99,Other Paints,all included in class 2,tous compris dans la classe 2
C,Chemicals,4, Lubricants and Fuels,C.04.01,Candles and Lighting,candles,bougies
C,Chemicals,4, Lubricants and Fuels,C.04.01,Candles and Lighting,candles and wicks for lighting,bougies et mèches pour l'éclairage
C,Chemicals,4, Lubricants and Fuels,C.04.01,Candles and Lighting,perfumed candles,Bougies parfumées
C,Chemicals,4, Lubricants and Fuels,C.04.01,Candles and Lighting,scented candles,Bougies parfumées
C,Chemicals,4, Lubricants and Fuels,C.04.01,Candles and Lighting,wicks for candles,Mèches pour bougies
C,Chemicals,4, Lubricants and Fuels,C.04.01,Candles and Lighting,aromatherapy fragrance candles,bougies parfumées aromathérapie
C,Chemicals,4, Lubricants and Fuels,C.04.01,Candles and Lighting,christmas tree candles,bougies d'arbre de Noël
C,Chemicals,4, Lubricants and Fuels,C.04.01,Candles and Lighting,fragranced candles,Bougies parfumées
C,Chemicals,4, Lubricants and Fuels,C.04.01,Candles and Lighting,candles for lighting,bougies pour l'éclairage
C,Chemicals,4, Lubricants and Fuels,C.04.01,Candles and Lighting,nightlights [candles],lumières de nuit [bougies]
C,Chemicals,4, Lubricants and Fuels,C.04.01,Candles and Lighting,candles and wicks for candles for lighting,bougies et mèches pour bougies pour l'éclairage
C,Chemicals,4, Lubricants and Fuels,C.04.01,Candles and Lighting,tealight candles,Bougies de lumière du thé
C,Chemicals,4, Lubricants and Fuels,C.04.01,Candles and Lighting,votive candles,Bougies vocales
C,Chemicals,4, Lubricants and Fuels,C.04.01,Candles and Lighting,lamp wicks,mèches de lampes
C,Chemicals,4, Lubricants and Fuels,C.04.02,Lubricants and Industrial Oils,lubricants,lubrifiants
C,Chemicals,4, Lubricants and Fuels,C.04.02,Lubricants and Industrial Oils,"industrial oils, greases and fuels","huiles industrielles, graisses et combustibles"
C,Chemicals,4, Lubricants and Fuels,C.04.02,Lubricants and Industrial Oils,industrial oils and greases,huiles et graisses industrielles
C,Chemicals,4, Lubricants and Fuels,C.04.02,Lubricants and Industrial Oils,industrial oils and greases,huiles et graisses industrielles
C,Chemicals,4, Lubricants and Fuels,C.04.02,Lubricants and Industrial Oils,motor oil,huile moteur
C,Chemicals,4, Lubricants and Fuels,C.04.02,Lubricants and Industrial Oils,lubricating oil,huile lubrifiante
C,Chemicals,4, Lubricants and Fuels,C.04.02,Lubricants and Industrial Oils,industrial oil,pétrole industriel
C,Chemicals,4, Lubricants and Fuels,C.04.02,Lubricants and Industrial Oils,lubricants,lubrifiants
C,Chemicals,4, Lubricants and Fuels,C.04.02,Lubricants and Industrial Oils,lubricating grease,graisse lubrifiante
C,Chemicals,4, Lubricants and Fuels,C.04.02,Lubricants and Industrial Oils,industrial lubricants,lubrifiants industriels
C,Chemicals,4, Lubricants and Fuels,C.04.02,Lubricants and Industrial Oils,lubricating oils,Huiles lubrifiantes
C,Chemicals,4, Lubricants and Fuels,C.04.02,Lubricants and Industrial Oils,cutting fluids,liquides de coupe
C,Chemicals,4, Lubricants and Fuels,C.04.03,Fuels and Energy,fuels (including motor spirit) and illuminants,combustibles (y compris l'essence du moteur) et illuminants
C,Chemicals,4, Lubricants and Fuels,C.04.03,Fuels and Energy,electrical energy,énergie électrique
C,Chemicals,4, Lubricants and Fuels,C.04.03,Fuels and Energy,fuels,Combustibles
C,Chemicals,4, Lubricants and Fuels,C.04.03,Fuels and Energy,fuel,carburant
C,Chemicals,4, Lubricants and Fuels,C.04.03,Fuels and Energy,fuel gas,Gaz de carburant
C,Chemicals,4, Lubricants and Fuels,C.04.03,Fuels and Energy,fuels and illuminants,Combustibles et illuminants
C,Chemicals,4, Lubricants and Fuels,C.04.03,Fuels and Energy,fuel oil,fuel-oil
C,Chemicals,4, Lubricants and Fuels,C.04.03,Fuels and Energy,diesel oil,Huile de diesel
C,Chemicals,4, Lubricants and Fuels,C.04.03,Fuels and Energy,lighting fuel,carburant d'éclairage
C,Chemicals,4, Lubricants and Fuels,C.04.03,Fuels and Energy,gasoline,essence
C,Chemicals,4, Lubricants and Fuels,C.04.03,Fuels and Energy,paraffin,Paraffine
C,Chemicals,4, Lubricants and Fuels,C.04.03,Fuels and Energy,kerosene,kérosène
C,Chemicals,4, Lubricants and Fuels,C.04.03,Fuels and Energy,coal,houille
C,Chemicals,4, Lubricants and Fuels,C.04.03,Fuels and Energy,firelighters,lumières de feu
C,Chemicals,4, Lubricants and Fuels,C.04.03,Fuels and Energy,firewood,Bois de chauffage
C,Chemicals,4, Lubricants and Fuels,C.04.04,Cleaning and Dust Control,"dust absorbing, wetting and binding compositions","compositions d'absorption, de mouillage et de fixation des poussières"
C,Chemicals,4, Lubricants and Fuels,C.04.04,Cleaning and Dust Control,dust removing preparations,Préparations pour l'élimination des poussières
C,Chemicals,4, Lubricants and Fuels,C.04.99,Other Lubricants and Fuels,beeswax,cire d'abeille
C,Chemicals,4, Lubricants and Fuels,C.04.99,Other Lubricants and Fuels,tapers,les tondeuses
C,Chemicals,4, Lubricants and Fuels,C.04.99,Other Lubricants and Fuels,all included in class 4,tous compris dans la classe 4
D,Clothing,14, Jewelry,D.14.01,Jewelry,jewelry,bijoux
D,Clothing,14, Jewelry,D.14.01,Jewelry,jewellery,bijoux
D,Clothing,14, Jewelry,D.14.01,Jewelry,earrings,boucles d'oreilles
D,Clothing,14, Jewelry,D.14.01,Jewelry,bracelets,bracelets
D,Clothing,14, Jewelry,D.14.01,Jewelry,necklaces,colliers
D,Clothing,14, Jewelry,D.14.01,Jewelry,rings,anneaux
D,Clothing,14, Jewelry,D.14.01,Jewelry,pendants,pendentifs
D,Clothing,14, Jewelry,D.14.01,Jewelry,medals,médailles
D,Clothing,14, Jewelry,D.14.01,Jewelry,ornamental pins,épingles ornementales
D,Clothing,14, Jewelry,D.14.01,Jewelry,badges of precious metal,écussons en métaux précieux
D,Clothing,14, Jewelry,D.14.01,Jewelry,jewellery charms,charmes de bijoux
D,Clothing,14, Jewelry,D.14.01,Jewelry,brooches,broches
D,Clothing,14, Jewelry,D.14.01,Jewelry,costume jewellery,bijoux costume
D,Clothing,14, Jewelry,D.14.01,Jewelry,costume jewelry,bijoux costume
D,Clothing,14, Jewelry,D.14.01,Jewelry,paste jewellery,Pâte de bijoux
D,Clothing,14, Jewelry,D.14.02,Watches and Clocks,watches,montres
D,Clothing,14, Jewelry,D.14.02,Watches and Clocks,wristwatches,montres-bracelets
D,Clothing,14, Jewelry,D.14.02,Watches and Clocks,horological and chronometric instruments,instruments horologiques et chronométriques
D,Clothing,14, Jewelry,D.14.02,Watches and Clocks,clocks,horloges
D,Clothing,14, Jewelry,D.14.02,Watches and Clocks,alarm clocks,Appareils d'alarme
D,Clothing,14, Jewelry,D.14.02,Watches and Clocks,watch bands,bandes de montres
D,Clothing,14, Jewelry,D.14.02,Watches and Clocks,watch chains,chaînes de montres
D,Clothing,14, Jewelry,D.14.02,Watches and Clocks,watch cases,les cas d'observation
D,Clothing,14, Jewelry,D.14.02,Watches and Clocks,clocks and watches,horloges et montres
D,Clothing,14, Jewelry,D.14.02,Watches and Clocks,"clocks and watches, electric",horloges et montres électriques
D,Clothing,14, Jewelry,D.14.02,Watches and Clocks,chronometers,chronomètres
D,Clothing,14, Jewelry,D.14.03,Precious Metals and Stones,"precious and semi-precious metals, and jewellery","métaux précieux et semi-précieux, et bijoux"
D,Clothing,14, Jewelry,D.14.03,Precious Metals and Stones,precious stones,pierres précieuses
D,Clothing,14, Jewelry,D.14.03,Precious Metals and Stones,"jewellery, precious stones","bijoux, pierres précieuses"
D,Clothing,14, Jewelry,D.14.03,Precious Metals and Stones,diamonds,diamants
D,Clothing,14, Jewelry,D.14.03,Precious Metals and Stones,semi-precious stones,Pierres semi-précieuses
D,Clothing,14, Jewelry,D.14.03,Precious Metals and Stones,precious metals and their alloys,métaux précieux et leurs alliages
D,Clothing,14, Jewelry,D.14.03,Precious Metals and Stones,"precious metals and their alloys and goods in precious metals or coated therewith, not included in other classes","métaux précieux et leurs alliages et marchandises en métaux précieux ou enduits de ces métaux, non compris dans d'autres catégories"
D,Clothing,14, Jewelry,D.14.03,Precious Metals and Stones,alloys of precious metal,alliages de métaux précieux
D,Clothing,14, Jewelry,D.14.03,Precious Metals and Stones,works of art of precious metal,Ouvrages d'art en métaux précieux
D,Clothing,14, Jewelry,D.14.04,Jewelry Accessories,cuff links,boutons de manchette
D,Clothing,14, Jewelry,D.14.04,Jewelry Accessories,tie pins,épingles à cravate
D,Clothing,14, Jewelry,D.14.04,Jewelry Accessories,tie clips,clips de cravate
D,Clothing,14, Jewelry,D.14.04,Jewelry Accessories,key rings,bagues de clés
D,Clothing,14, Jewelry,D.14.04,Jewelry Accessories,key chains,chaînes de clés
D,Clothing,14, Jewelry,D.14.04,Jewelry Accessories,jewellery cases,Boîtes à bijoux
D,Clothing,14, Jewelry,D.14.04,Jewelry Accessories,jewelry chains,Chaînes à bijoux
D,Clothing,14, Jewelry,D.14.04,Jewelry Accessories,cufflinks,boutons de manchette
D,Clothing,14, Jewelry,D.14.99,Other Jewelry,jewellery boxes,Boîtes à bijoux
D,Clothing,14, Jewelry,D.14.99,Other Jewelry,jewelry boxes,Boîtes à bijoux
D,Clothing,14, Jewelry,D.14.99,Other Jewelry,watch straps,bracelets de montre
D,Clothing,14, Jewelry,D.14.99,Other Jewelry,coins,pièces
D,Clothing,18, Leather Goods,D.18.01,Bags,handbags,Sacs à main
D,Clothing,18, Leather Goods,D.18.01,Bags,backpacks,Sacs à dos
D,Clothing,18, Leather Goods,D.18.01,Bags,purses,Sacs à main
D,Clothing,18, Leather Goods,D.18.01,Bags,bags,sacs
D,Clothing,18, Leather Goods,D.18.01,Bags,beach bags,Sacs de plage
D,Clothing,18, Leather Goods,D.18.01,Bags,rucksacks,Sacs à dos
D,Clothing,18, Leather Goods,D.18.01,Bags,tote bags,Sacs à dos
D,Clothing,18, Leather Goods,D.18.01,Bags,school bags,Sacs scolaires
D,Clothing,18, Leather Goods,D.18.01,Bags,shoulder bags,Sacs à bandoulière
D,Clothing,18, Leather Goods,D.18.01,Bags,shopping bags,Sacs d'achat
D,Clothing,18, Leather Goods,D.18.01,Bags,bags for sports,sacs pour le sport
D,Clothing,18, Leather Goods,D.18.01,Bags,sports bags,Sacs de sport
D,Clothing,18, Leather Goods,D.18.01,Bags,travel bags,Sacs de voyage
D,Clothing,18, Leather Goods,D.18.01,Bags,haversacks,Les haversacks
D,Clothing,18, Leather Goods,D.18.01,Bags,satchels,Satchels
D,Clothing,18, Leather Goods,D.18.01,Bags,duffel bags,Sacs à dos
D,Clothing,18, Leather Goods,D.18.01,Bags,all-purpose carrying bags,Sacs de transport tout usage
D,Clothing,18, Leather Goods,D.18.01,Bags,clutch bags,sacs d'embrayage
D,Clothing,18, Leather Goods,D.18.02,Luggage,trunks and travelling bags,malles et sacs de voyage
D,Clothing,18, Leather Goods,D.18.02,Luggage,briefcases,mallettes
D,Clothing,18, Leather Goods,D.18.02,Luggage,suitcases,valises
D,Clothing,18, Leather Goods,D.18.02,Luggage,travelling bags,Sacs de voyage
D,Clothing,18, Leather Goods,D.18.02,Luggage,garment bags for travel,Sacs à vêtements pour le voyage
D,Clothing,18, Leather Goods,D.18.02,Luggage,attaché cases,Dossiers joints
D,Clothing,18, Leather Goods,D.18.02,Luggage,travelling trunks,malles de voyage
D,Clothing,18, Leather Goods,D.18.02,Luggage,gym bags,Sacs de gymnastique
D,Clothing,18, Leather Goods,D.18.02,Luggage,valises,valeurs
D,Clothing,18, Leather Goods,D.18.02,Luggage,luggage,bagages
D,Clothing,18, Leather Goods,D.18.02,Luggage,pocket wallets,portefeuilles de poche
D,Clothing,18, Leather Goods,D.18.02,Luggage,business card cases,caisses de carte de visite
D,Clothing,18, Leather Goods,D.18.02,Luggage,luggage tags,étiquettes de bagages
D,Clothing,18, Leather Goods,D.18.03,Umbrellas and Parasols,umbrellas,parapluies
D,Clothing,18, Leather Goods,D.18.03,Umbrellas and Parasols,"umbrellas, parasols and walking sticks","parapluies, parasols et bâtons de marche"
D,Clothing,18, Leather Goods,D.18.03,Umbrellas and Parasols,umbrellas and parasols,parapluies et parasols
D,Clothing,18, Leather Goods,D.18.03,Umbrellas and Parasols,parasols,parasols
D,Clothing,18, Leather Goods,D.18.04,Leather and Imitation Leather Goods,leather and artificial leather goods,cuir et articles en cuir artificiel
D,Clothing,18, Leather Goods,D.18.04,Leather and Imitation Leather Goods,leather and imitations of leather,cuir et imitations de cuir
D,Clothing,18, Leather Goods,D.18.04,Leather and Imitation Leather Goods,"leather and imitations of leather, and goods made of these materials and not included in other classes",cuirs et imitations de cuirs et articles en ces matières et non compris dans d'autres classes
D,Clothing,18, Leather Goods,D.18.04,Leather and Imitation Leather Goods,leather straps,Bracelets en cuir
D,Clothing,18, Leather Goods,D.18.04,Leather and Imitation Leather Goods,imitation leather,cuir imitation
D,Clothing,18, Leather Goods,D.18.04,Leather and Imitation Leather Goods,animal skins,peaux d'animaux
D,Clothing,18, Leather Goods,D.18.04,Leather and Imitation Leather Goods,"animal skins, hides","peaux d'animaux, peaux"
D,Clothing,18, Leather Goods,D.18.04,Leather and Imitation Leather Goods,"whips, harness and saddlery","fouets, harnais et selleries"
D,Clothing,18, Leather Goods,D.18.04,Leather and Imitation Leather Goods,collars for animals,colliers pour animaux
D,Clothing,18, Leather Goods,D.18.04,Leather and Imitation Leather Goods,clothing for pets,vêtements pour animaux de compagnie
D,Clothing,18, Leather Goods,D.18.99,Other Leather Goods,key cases,les principaux cas
D,Clothing,18, Leather Goods,D.18.99,Other Leather Goods,"vanity cases, not fitted","Caisses de vanité, non aménagées"
D,Clothing,18, Leather Goods,D.18.99,Other Leather Goods,walking sticks,bâtons de marche
D,Clothing,18, Leather Goods,D.18.99,Other Leather Goods,"umbrellas, parasols and walking sticks","parapluies, parasols et bâtons de marche"
D,Clothing,22, Ropes and Textile Products,D.22.01,Ropes and String,ropes,cordages
D,Clothing,22, Ropes and Textile Products,D.22.01,Ropes and String,"ropes, not of metal","cordages, non métalliques"
D,Clothing,22, Ropes and Textile Products,D.22.01,Ropes and String,packing rope,corde d'emballage
D,Clothing,22, Ropes and Textile Products,D.22.01,Ropes and String,packing string,ficelle d'emballage
D,Clothing,22, Ropes and Textile Products,D.22.01,Ropes and String,string,chaîne de caractères
D,Clothing,22, Ropes and Textile Products,D.22.01,Ropes and String,twine for nets,ficelle pour filets
D,Clothing,22, Ropes and Textile Products,D.22.01,Ropes and String,car towing ropes,Cordes de remorquage de voitures
D,Clothing,22, Ropes and Textile Products,D.22.02,Nets,nets,filets
D,Clothing,22, Ropes and Textile Products,D.22.02,Nets,fishing nets,filets de pêche
D,Clothing,22, Ropes and Textile Products,D.22.02,Nets,nets for camouflage,filets pour camouflage
D,Clothing,22, Ropes and Textile Products,D.22.02,Nets,mesh bags for washing laundry,Sacs à mailles pour laver la lessive
D,Clothing,22, Ropes and Textile Products,D.22.02,Nets,network,réseau
D,Clothing,22, Ropes and Textile Products,D.22.02,Nets,netting,de compensation
D,Clothing,22, Ropes and Textile Products,D.22.03,Textile Materials,raw fibrous textile materials,matières textiles brutes fibreuses
D,Clothing,22, Ropes and Textile Products,D.22.03,Textile Materials,raw fibrous textile,textiles fibreux bruts
D,Clothing,22, Ropes and Textile Products,D.22.03,Textile Materials,textile fibers,Fibres textiles
D,Clothing,22, Ropes and Textile Products,D.22.04,Tents and Shelters,tents,tentes
D,Clothing,22, Ropes and Textile Products,D.22.04,Tents and Shelters,tents for mountaineering or camping,tentes pour l'alpinisme ou le camping
D,Clothing,22, Ropes and Textile Products,D.22.04,Tents and Shelters,tents for camping,tentes pour le camping
D,Clothing,22, Ropes and Textile Products,D.22.04,Tents and Shelters,bivouac sacks being shelters,sacs bivouac étant des abris
